surface_m2,nb_pieces,age_annees,distance_centre_km,price
118.2,5.0,99.5,10.61,297028.0
130.1,6.0,78.5,24.25,320862.0
76.4,3.0,89.2,5.0,213371.0
176.8,8.0,79.8,14.17,482278.0
82.7,4.0,91.7,24.16,158836.0
65.2,3.0,46.8,24.42,137426.0
86.9,4.0,75.6,,166429.0
64.6,3.0,55.1,1.39,183021.0
101.8,5.0,58.7,21.86,249663.0
89.7,4.0,41.3,3.45,267604.0
62.8,3.0,,6.93,138969.0
60.8,2.0,41.7,8.65,143586.0
74.1,3.0,82.7,,216021.0
80.8,5.0,72.2,7.52,245133.0
31.9,1.0,31.0,5.03,89195.0
70.9,4.0,5.4,,220121.0
51.3,3.0,35.7,,83666.0
47.8,1.0,17.7,16.88,101197.0
60.8,2.0,80.5,22.79,111970.0
89.9,4.0,,,302151.0
73.1,4.0,79.7,1.82,218971.0
62.8,3.0,83.7,27.69,94211.0
37.1,2.0,64.1,8.45,100966.0
66.3,3.0,80.1,13.87,153605.0
81.2,3.0,17.4,,170006.0
52.5,4.0,53.4,3.73,171021.0
72.2,3.0,89.7,17.5,150126.0
46.9,2.0,26.3,12.64,113489.0
106.6,6.0,95.4,,315084.0
121.6,6.0,60.6,12.86,340671.0
75.8,4.0,92.7,7.58,192723.0
48.4,3.0,13.7,,117482.0
764.9,2.0,20.2,2.78,109008.0
59.3,3.0,66.6,,113258.0
,5.0,46.9,,255673.0
73.8,,13.1,,168543.0
45.5,2.0,37.4,13.76,104376.0
76.4,3.0,84.8,24.6,141899.0
70.1,3.0,90.1,1.54,197768.0
102.4,6.0,98.7,25.54,239734.0
56.3,3.0,32.5,2.03,187189.0
69.0,3.0,41.9,20.61,151186.0
72.2,3.0,,5.51,203917.0
55.4,2.0,,,105992.0
29.6,,2.8,21.71,45832.0
56.1,3.0,27.4,,173051.0
51.6,2.0,94.6,23.75,88114.0
60.4,2.0,34.7,29.05,88302.0
118.8,5.0,38.1,5.06,347952.0
54.1,3.0,7.4,4.71,164872.0
52.3,3.0,32.9,29.95,91758.0
50.2,,21.0,19.28,113158.0
111.0,5.0,34.5,29.72,257251.0
93.2,4.0,88.1,5.01,264261.0
60.6,4.0,,18.75,135376.0
41.3,2.0,26.8,11.05,112990.0
48.8,3.0,19.2,7.51,157830.0
76.2,4.0,66.8,15.14,175284.0
50.1,,81.1,0.72,120006.0
41.1,1.0,94.5,6.82,87261.0
96.2,4.0,15.1,,234520.0
5.2,2.0,,,128031.0
80.0,3.0,77.6,9.68,191714.0
90.1,,,,264024.0
93.1,,6.7,,239831.0
61.3,3.0,25.5,21.13,143605.0
93.9,4.0,28.0,12.8,250854.0
59.8,2.0,32.2,28.17,95897.0
84.7,,24.4,8.73,236499.0
62.4,4.0,14.3,,143161.0
79.8,4.0,56.1,17.38,199181.0
168.9,8.0,52.5,,458762.0
42.2,1.0,76.6,,57083.0
72.3,4.0,13.7,6.86,204276.0
43.6,3.0,37.9,19.3,81840.0
76.7,3.0,37.4,,231323.0
39.0,2.0,,14.68,68903.0
48.7,3.0,91.0,24.78,89166.0
146.6,7.0,,18.32,425897.0
260.6,11.0,16.9,5.17,781120.0
191.7,,28.4,,549304.0
115.6,5.0,1.4,11.49,349225.0
71.5,4.0,75.0,,184953.0
32.6,1.0,,19.39,37580.0
61.1,2.0,50.8,23.08,120849.0
54.9,2.0,87.1,8.05,120795.0
61.0,2.0,,,106379.0
41.8,,88.7,9.95,79555.0
69.0,3.0,31.0,5.64,210784.0
141.6,7.0,38.5,,388746.0
29.1,1.0,78.3,17.22,36682.0
92.3,4.0,80.4,13.48,226762.0
103.6,5.0,29.1,,270749.0
47.7,1.0,,,125891.0
68.4,2.0,60.6,10.42,156550.0
30.6,2.0,17.1,,78735.0
65.5,2.0,,18.11,168762.0
68.3,3.0,32.2,27.82,160912.0
98.5,4.0,7.0,24.35,240754.0
58.1,2.0,,1.18,174082.0
61.9,2.0,5.6,16.07,143425.0
69.2,2.0,76.4,14.78,152374.0
80.9,3.0,,,182102.0
69.2,3.0,0.3,,173664.0
116.6,5.0,48.0,7.5,329553.0
60.4,,61.6,,136069.0
69.7,2.0,46.7,,120094.0
60.8,3.0,,14.09,152382.0
98.9,5.0,12.4,28.92,230203.0
87.0,5.0,62.3,24.75,159244.0
18.7,1.0,70.0,11.98,8000.0
43.4,2.0,34.8,,117215.0
195.3,9.0,16.0,24.74,545305.0
109.4,4.0,18.1,9.48,308833.0
70.7,2.0,7.8,18.83,191374.0
129.6,6.0,21.2,,341327.0
33.4,2.0,39.8,13.63,78186.0
130.9,7.0,19.2,2.43,399041.0
96.0,5.0,,7.84,256419.0
70.1,3.0,16.6,1.06,223915.0
50.1,2.0,,,155363.0
67.2,4.0,,0.95,185431.0
50.7,2.0,13.6,,169917.0
156.7,9.0,37.3,26.58,421831.0
56.1,3.0,,8.73,161209.0
74.4,,31.1,15.12,210663.0
,4.0,63.2,20.7,213040.0
87.7,4.0,86.3,,198529.0
93.6,5.0,77.3,,256668.0
48.4,3.0,94.8,2.42,144656.0
95.3,4.0,,16.98,251436.0
81.4,4.0,93.6,5.23,227005.0
108.5,5.0,51.1,14.72,283425.0
60.1,,51.3,6.12,166777.0
36.8,1.0,66.7,13.5,44591.0
65.1,4.0,64.7,,163717.0
98.0,4.0,61.2,28.58,229568.0
102.7,4.0,89.9,16.18,221030.0
69.9,2.0,71.2,26.94,122336.0
113.9,,5.8,15.57,320430.0
46.5,2.0,99.5,6.26,109908.0
57.8,3.0,10.5,21.59,142994.0
50.6,3.0,32.0,5.41,121518.0
79.1,3.0,88.0,25.79,137138.0
149.5,7.0,88.0,20.89,36468.0
63.0,3.0,66.4,,140927.0
46.7,1.0,99.1,,45538.0
103.8,5.0,24.5,12.39,258365.0
100.4,5.0,79.4,23.47,263212.0
156.4,7.0,48.3,16.37,435968.0
32.5,3.0,12.8,9.66,83849.0
50.9,2.0,79.2,,97027.0
60.9,3.0,7.3,19.23,139954.0
47.5,2.0,31.8,9.23,104806.0
90.3,2.0,28.8,,253275.0
59.1,2.0,,26.89,72944.0
53.2,3.0,51.9,3.23,138302.0
62.6,3.0,20.8,,124271.0
39.2,2.0,97.9,24.55,53178.0
100.3,5.0,10.4,12.61,277216.0
68.6,3.0,73.1,3.9,201856.0
77.5,2.0,,4.58,198941.0
50.4,2.0,69.3,27.55,60134.0
187.8,,4.5,16.83,543539.0
66.1,2.0,51.9,,154925.0
57.9,,78.6,7.17,129984.0
36.7,2.0,27.0,13.0,82992.0
74.3,3.0,11.4,4.92,203345.0
166.8,7.0,22.6,23.22,427470.0
31.5,2.0,93.5,24.57,8000.0
52.1,,,0.72,173478.0
49.3,3.0,13.6,29.19,45345.0
75.1,4.0,,15.76,153574.0
42.9,2.0,94.3,,68188.0
74.2,3.0,75.7,20.97,151313.0
85.2,3.0,72.2,,203271.0
103.8,5.0,34.3,,292384.0
39.4,,89.0,17.8,34784.0
96.3,5.0,45.9,10.92,247457.0
74.6,3.0,15.3,,226854.0
100.6,5.0,74.7,20.24,240696.0
93.7,4.0,60.9,12.51,242379.0
55.3,2.0,89.7,28.66,67350.0
85.0,,53.6,22.22,204379.0
136.3,6.0,30.6,21.29,357068.0
33.4,2.0,86.4,27.24,8000.0
60.5,3.0,37.0,8.8,168416.0
63.4,,93.3,8.95,173120.0
97.9,5.0,97.0,17.45,226125.0
153.3,7.0,45.5,12.01,456298.0
22.8,2.0,21.1,12.11,31886.0
39.3,3.0,93.2,29.89,18833.0
31.0,1.0,0.8,16.71,47767.0
114.4,6.0,66.3,,268149.0
65.6,3.0,46.3,6.51,186617.0
54.4,3.0,,27.65,111385.0
156.2,7.0,61.0,1.28,477290.0
75.9,4.0,11.8,,232084.0
76.3,3.0,,8.67,179458.0
56.2,3.0,21.1,12.99,153397.0
54.5,3.0,91.6,0.43,147039.0
96.0,4.0,89.1,,211148.0
190.2,10.0,46.2,27.42,511070.0
113.9,6.0,71.9,5.94,322767.0
81.4,4.0,7.3,,238921.0
87.3,4.0,41.6,24.47,202448.0
33.6,,36.7,8.06,87421.0
51.0,2.0,76.6,24.95,43726.0
126.9,,56.7,,343352.0
38.0,2.0,,21.23,56028.0
55.7,3.0,19.6,14.08,147691.0
63.2,2.0,61.3,3.13,175567.0
42.6,2.0,,,50154.0
41.9,2.0,82.5,4.03,117037.0
64.7,,76.8,,164906.0
96.0,5.0,11.3,24.05,241475.0
147.2,7.0,,4.58,426014.0
96.4,4.0,28.5,,220549.0
43.7,2.0,,,67565.0
55.7,3.0,48.4,9.11,160584.0
29.2,1.0,36.5,13.63,58637.0
69.8,3.0,28.0,,224294.0
37.6,2.0,,,98474.0
57.4,3.0,69.7,15.36,120796.0
56.0,3.0,4.6,24.38,114402.0
43.2,2.0,35.1,,114647.0
69.1,4.0,,,178995.0
34.2,2.0,93.5,3.82,79069.0
76.0,3.0,60.9,13.54,188254.0
64.4,3.0,49.6,,105011.0
68.1,2.0,81.3,23.92,118894.0
45.6,2.0,81.8,19.67,51841.0
69.3,2.0,44.9,7.05,192109.0
81.3,4.0,63.1,9.84,214375.0
91.9,4.0,,25.77,199000.0
52.4,3.0,26.2,12.84,136831.0
120.6,6.0,31.6,7.8,369862.0
51.8,2.0,62.9,,89405.0
100.3,5.0,37.6,12.02,280634.0
36.0,2.0,3.0,27.55,24758.0
62.4,1.0,54.9,14.04,129480.0
103.8,4.0,35.6,12.71,279962.0
128.8,6.0,36.8,,378004.0
106.6,5.0,79.5,4.13,291810.0
241.3,11.0,96.3,1.64,747542.0
122.2,4.0,,21.0,297780.0
98.4,4.0,75.0,,238448.0
88.2,3.0,,5.2,244039.0
36.5,1.0,39.8,3.45,88909.0
74.9,4.0,,5.68,236203.0
35.0,1.0,86.6,,56279.0
73.6,3.0,13.5,3.58,218383.0
77.9,4.0,13.6,,206492.0
170.4,7.0,61.0,,459767.0
40.8,2.0,58.6,,58227.0
52.4,3.0,75.4,,142144.0
140.2,7.0,,26.2,350740.0
82.6,3.0,56.7,5.85,225520.0
70.1,4.0,10.5,,180644.0
90.5,4.0,77.5,16.25,241969.0
80.2,4.0,35.6,8.16,238774.0
104.6,6.0,68.4,,279232.0
107.2,6.0,48.1,27.02,256710.0
164.4,,67.4,15.86,457822.0
86.7,5.0,34.1,21.79,211585.0
47.8,3.0,40.9,23.9,84649.0
74.6,3.0,84.6,,165598.0
75.6,3.0,27.8,26.75,153421.0
54.1,2.0,75.9,25.9,65477.0
55.8,2.0,87.4,,72001.0
62.1,3.0,8.4,15.75,144656.0
39.5,2.0,37.9,8.91,90881.0
129.6,,72.8,6.37,378565.0
90.6,4.0,16.2,,287962.0
56.9,3.0,,2.83,183504.0
53.1,3.0,10.8,7.38,155054.0
96.0,4.0,10.9,14.41,277149.0
137.6,7.0,16.9,9.68,415240.0
49.2,3.0,90.8,29.01,70633.0
77.2,4.0,50.7,,249859.0
73.3,3.0,5.0,16.75,204136.0
55.8,,1.8,22.61,118974.0
237.6,11.0,2.7,,698542.0
37.2,2.0,20.6,7.94,95938.0
131.4,5.0,15.9,28.74,308446.0
80.2,4.0,30.5,19.15,195151.0
75.6,4.0,1.7,,242078.0
41.0,1.0,,0.19,134516.0
98.6,4.0,,6.3,276468.0
76.4,3.0,31.0,12.71,202807.0
53.0,2.0,23.7,1.62,168498.0
93.6,5.0,80.6,,264777.0
125.3,6.0,,,339243.0
102.1,5.0,94.2,6.23,264992.0
59.7,,21.5,17.36,133198.0
64.6,,54.4,,153299.0
164.4,8.0,84.2,1.8,480161.0
104.9,5.0,,28.45,225558.0
42.9,2.0,42.1,,70209.0
95.6,4.0,83.4,25.41,194140.0
81.9,,50.5,11.46,204806.0
68.5,3.0,96.3,24.8,124329.0
39.2,2.0,28.8,,71114.0
124.8,6.0,55.1,21.98,318939.0
65.2,3.0,33.6,,164227.0
62.5,2.0,30.5,11.01,158601.0
,5.0,,7.37,340903.0
123.4,6.0,65.9,19.31,338061.0
54.7,2.0,,28.82,69184.0
73.5,4.0,20.2,,172861.0
70.9,4.0,3.4,12.89,201217.0
64.5,3.0,76.6,24.31,106451.0
96.9,6.0,63.9,0.71,306056.0
33.8,2.0,13.0,6.71,770670.0
46.1,2.0,39.3,10.37,127318.0
80.0,4.0,91.3,16.58,161154.0
94.3,4.0,5.0,21.55,217732.0
91.8,4.0,75.4,,201751.0
50.6,3.0,77.0,3.98,133184.0
39.9,1.0,92.8,13.95,37544.0
63.8,,0.6,19.0,148980.0
147.1,7.0,1.1,,401883.0
57.2,3.0,7.8,,167862.0
73.1,4.0,33.4,7.73,210567.0
45.4,2.0,79.4,27.77,26729.0
74.8,2.0,82.6,26.54,133417.0
59.0,2.0,26.8,2.67,171814.0
85.7,4.0,29.9,16.71,217796.0
45.7,2.0,3.0,,163007.0
146.8,6.0,50.1,3.73,437396.0
49.8,3.0,,14.09,110456.0
79.9,4.0,24.6,2.39,271445.0
45.8,2.0,,9.08,98031.0
35.9,1.0,29.0,2.72,122959.0
27.9,1.0,3.4,26.88,30974.0
33.7,1.0,83.3,4.19,68151.0
96.3,4.0,37.0,3.51,292535.0
108.7,4.0,,,249482.0
86.7,4.0,53.2,9.52,218565.0
48.5,3.0,24.9,,86796.0
76.7,3.0,93.8,6.13,191484.0
65.5,2.0,,12.55,159340.0
79.2,4.0,89.2,24.67,134915.0
156.6,8.0,,29.56,407647.0
61.0,2.0,,22.05,107900.0
58.8,2.0,51.3,21.2,96754.0
63.2,,61.2,8.44,168418.0
43.4,3.0,50.4,23.62,73358.0
96.6,4.0,15.0,,275045.0
111.7,,,3.87,331748.0
116.8,,91.0,,241575.0
28.2,,85.0,,32331.0
39.5,2.0,,14.63,78211.0
60.0,2.0,93.7,,55631.0
61.3,3.0,25.9,12.93,167861.0
50.9,1.0,1.7,1.42,163611.0
157.1,7.0,46.2,,489458.0
48.3,2.0,7.0,17.4,100050.0
94.4,4.0,,28.83,219044.0
56.6,3.0,80.3,21.09,124980.0
105.3,,11.2,23.05,259058.0
81.9,3.0,6.7,13.71,229251.0
38.4,2.0,21.6,24.6,41603.0
94.8,4.0,35.8,,264047.0
90.3,3.0,,24.45,176246.0
68.7,4.0,75.2,12.84,162587.0
64.1,4.0,69.6,4.41,193282.0
110.1,5.0,38.1,28.92,274585.0
83.2,4.0,,,258733.0
91.2,4.0,27.3,,220215.0
57.2,3.0,18.5,7.74,167414.0
35.7,1.0,81.3,18.79,29976.0
76.1,4.0,,,162204.0
45.8,2.0,,29.09,57343.0
45.0,2.0,95.6,2.92,106019.0
41.4,2.0,48.4,4.05,116996.0
65.3,2.0,99.3,12.48,133719.0
90.2,4.0,64.7,0.17,261075.0
96.1,4.0,33.9,,293631.0
78.9,5.0,,27.3,151944.0
41.6,2.0,,23.09,84358.0
51.6,2.0,34.7,8.67,131396.0
100.7,5.0,,,288494.0
84.6,,,,230388.0
113.1,6.0,,,302600.0
97.5,5.0,,12.12,265042.0
109.3,5.0,85.5,20.79,268756.0
63.9,,1.3,9.28,204695.0
99.8,5.0,92.5,17.42,258010.0
213.3,9.0,80.1,20.52,584422.0
93.0,3.0,22.5,12.04,272748.0
54.5,3.0,,1.26,147093.0
109.7,,84.2,21.35,246849.0
54.0,2.0,12.9,,128862.0
767.0,2.0,1.5,18.11,148620.0
38.1,2.0,54.8,,80315.0
65.2,3.0,22.0,15.21,158436.0
28.2,1.0,26.0,2.41,72489.0
103.6,4.0,2.9,21.69,276776.0
37.5,3.0,88.4,12.62,74672.0
167.1,8.0,75.6,,458035.0
76.9,4.0,73.1,5.66,219959.0
51.7,2.0,70.2,21.78,76519.0
89.9,4.0,8.7,,223633.0
234.7,10.0,70.6,20.53,631855.0
47.9,2.0,65.1,28.87,44691.0
49.2,2.0,14.9,14.5,156536.0
59.0,,31.2,10.83,166144.0
65.4,2.0,32.7,,174219.0
83.8,4.0,36.9,24.04,175854.0
133.8,5.0,42.2,10.33,373511.0
28.3,,19.3,13.05,29762.0
53.6,2.0,51.2,3.42,161076.0
46.6,3.0,,17.59,106530.0
103.4,4.0,88.9,10.92,261223.0
85.9,4.0,57.3,14.44,206189.0
68.6,2.0,49.2,24.79,142437.0
80.5,3.0,,8.45,260709.0
69.6,3.0,,9.54,173294.0
,2.0,,22.84,54980.0
70.1,4.0,,1.64,210145.0
51.6,1.0,15.7,25.78,86855.0
95.6,4.0,84.5,28.11,199562.0
54.6,4.0,11.7,0.2,202962.0
56.7,2.0,59.1,11.65,150473.0
89.0,4.0,84.4,4.88,240533.0
92.8,4.0,62.5,26.91,188814.0
141.7,6.0,,26.85,357268.0
133.7,5.0,22.0,24.37,350964.0
61.2,3.0,,,176737.0
57.0,2.0,15.9,16.29,133725.0
141.7,5.0,79.7,,414154.0
221.5,9.0,,4.24,677986.0
74.1,4.0,97.3,,168122.0
30.3,2.0,93.8,,8000.0
,,,25.94,161115.0
51.1,2.0,67.3,22.67,89459.0
54.6,2.0,78.2,11.11,134480.0
77.3,4.0,25.1,,185335.0
65.0,4.0,38.3,12.35,170009.0
77.3,4.0,55.2,12.61,187741.0
117.7,6.0,87.1,,280863.0
101.2,5.0,,7.58,269585.0
56.7,3.0,56.1,13.27,141618.0
187.3,9.0,71.1,13.54,525737.0
34.2,2.0,42.5,,53950.0
40.7,2.0,25.4,,51025.0
60.5,3.0,53.7,23.93,115342.0
41.4,2.0,14.1,29.87,47812.0
46.7,2.0,56.0,16.06,107880.0
86.0,4.0,,28.02,183381.0
102.3,4.0,86.3,13.4,272662.0
73.5,4.0,,,206241.0
125.9,,64.1,24.05,323072.0
75.8,3.0,72.1,,205070.0
38.2,1.0,36.0,21.05,64967.0
667.6,2.0,23.6,0.85,140619.0
86.0,4.0,,14.25,214129.0
49.4,3.0,92.3,2.56,130821.0
160.7,8.0,34.7,,436527.0
90.2,,91.5,0.51,236534.0
66.6,4.0,26.1,11.94,177716.0
131.5,5.0,16.9,0.25,389694.0
40.7,3.0,63.2,,48916.0
73.0,4.0,,16.02,194352.0
38.9,3.0,98.9,7.48,86119.0
38.5,,10.2,7.25,126996.0
80.0,,8.9,,168216.0
92.2,4.0,34.1,10.94,279716.0
39.5,2.0,2.6,23.9,73187.0
19.8,1.0,,10.44,45359.0
52.5,2.0,37.2,9.33,131018.0
39.5,3.0,95.3,21.97,52864.0
110.2,5.0,5.9,0.62,345842.0
61.5,2.0,,,137086.0
88.0,4.0,2.6,1.69,287705.0
86.4,4.0,25.9,5.62,256722.0
57.3,3.0,11.4,14.24,166536.0
111.2,6.0,97.4,10.39,303582.0
51.3,,21.3,22.33,111949.0
48.7,2.0,42.2,28.0,45693.0
64.1,,78.8,9.98,141403.0
54.1,2.0,51.7,2.11,147588.0
74.6,4.0,,19.99,178500.0
35.3,,20.4,,76973.0
40.9,1.0,46.5,7.35,103074.0
89.5,5.0,,2.12,263373.0
38.4,1.0,,21.38,28486.0
51.8,,63.0,22.61,85850.0
105.0,5.0,5.8,23.65,285117.0
129.1,,58.2,20.35,332363.0
53.6,3.0,49.3,18.59,126750.0
74.8,4.0,99.9,1.84,194886.0
36.2,1.0,,10.91,83057.0
51.0,,3.4,20.21,98994.0
122.2,6.0,5.6,11.79,353777.0
65.3,3.0,88.0,,155873.0
44.0,1.0,5.1,22.61,91346.0
98.0,4.0,,0.55,300840.0
33.1,,,22.63,35423.0
53.5,2.0,63.6,8.33,152707.0
59.5,2.0,,23.86,114911.0
52.7,2.0,74.0,28.57,60499.0
103.4,4.0,60.3,8.58,296021.0
41.0,1.0,95.9,27.89,16394.0
110.5,,41.4,1.53,352753.0
51.9,2.0,98.0,0.04,134856.0
38.3,1.0,16.3,13.87,102040.0
100.4,4.0,,28.25,234228.0
75.2,2.0,12.3,6.05,216332.0
71.6,3.0,2.0,,230411.0
131.5,7.0,19.3,,367990.0
39.2,2.0,27.1,6.92,103587.0
141.4,7.0,29.4,28.96,359907.0
74.1,3.0,,15.13,197041.0
74.8,3.0,,21.91,148798.0
77.8,3.0,61.7,21.21,156529.0
57.8,2.0,88.8,7.74,136681.0
90.9,3.0,,0.76,261022.0
67.0,4.0,86.3,15.2,159742.0
56.9,3.0,,11.5,154072.0
54.5,2.0,95.2,15.6,102525.0
103.3,6.0,5.5,,306572.0
80.6,3.0,23.0,4.16,259188.0
137.9,5.0,,12.0,373120.0
38.3,2.0,2.0,22.72,71500.0
125.5,7.0,42.3,1.76,385752.0
38.3,2.0,20.4,13.59,93122.0
73.2,3.0,55.1,,186950.0
57.5,3.0,98.7,15.26,101842.0
73.0,4.0,69.9,4.02,222475.0
49.7,2.0,15.5,2.2,164848.0
69.4,3.0,61.1,3.44,193209.0
42.3,2.0,41.1,13.44,100175.0
24.7,1.0,20.6,15.67,31954.0
33.7,1.0,64.6,3.66,97386.0
83.8,4.0,55.8,26.13,171494.0
85.8,5.0,59.8,1.26,242878.0
90.5,4.0,,,242982.0
60.0,3.0,4.7,2.69,188309.0
89.1,4.0,,,225757.0
68.0,3.0,21.0,8.45,176343.0
41.0,1.0,52.1,9.06,101946.0
79.6,3.0,,3.81,264145.0
44.3,3.0,77.0,3.58,122714.0
26.9,1.0,53.1,8.72,49533.0
125.2,6.0,28.8,27.99,326451.0
45.9,1.0,,20.01,82019.0
142.3,7.0,98.2,25.96,351127.0
,7.0,65.6,26.68,310395.0
88.8,5.0,,12.02,244499.0
51.0,1.0,34.4,14.72,101334.0
51.1,,59.9,26.29,71143.0
41.4,1.0,,9.94,101397.0
66.5,4.0,,25.0,126237.0
46.7,3.0,88.2,2.53,118346.0
88.5,4.0,67.5,22.17,195149.0
60.3,2.0,28.7,18.94,132729.0
34.6,2.0,10.0,18.47,53565.0
84.6,5.0,13.7,22.56,222858.0
38.4,2.0,17.6,,140183.0
36.0,2.0,38.6,9.7,75605.0
77.4,4.0,18.5,,196658.0
63.0,1.0,46.5,22.11,114607.0
55.1,2.0,69.2,,122847.0
,3.0,32.4,9.47,217346.0
53.7,3.0,5.3,15.06,136921.0
94.9,3.0,66.5,,204410.0
91.9,5.0,30.3,,235024.0
36.0,1.0,61.8,19.04,60840.0
40.7,1.0,87.7,7.27,78960.0
78.2,4.0,16.9,,179654.0
74.2,3.0,,25.91,145352.0
206.6,10.0,70.5,19.35,568168.0
52.0,2.0,65.3,,123260.0
65.8,3.0,31.0,8.58,158034.0
96.4,4.0,21.0,26.07,211147.0
69.2,3.0,57.7,21.03,147686.0
48.6,3.0,34.2,25.04,78722.0
96.5,3.0,,6.03,255234.0
48.5,3.0,27.8,0.8,164123.0
41.0,3.0,23.9,,67027.0
136.8,,85.2,25.83,318897.0
78.2,4.0,79.7,12.74,167486.0
77.9,,,18.44,201762.0
90.5,5.0,98.2,19.62,213186.0
45.5,2.0,78.4,23.29,62247.0
71.8,3.0,,18.19,163619.0
88.7,4.0,,,232312.0
74.7,3.0,38.1,19.65,201369.0
104.6,4.0,62.5,4.45,297051.0
126.2,6.0,51.7,18.55,322607.0
87.4,5.0,,3.45,266239.0
88.9,4.0,49.9,,232438.0
46.5,2.0,10.0,9.46,130273.0
28.4,2.0,92.4,24.2,8000.0
194.1,8.0,24.7,,596070.0
77.1,3.0,48.6,16.74,177836.0
57.5,2.0,51.0,22.33,117004.0
46.0,2.0,38.1,22.71,87196.0
54.9,2.0,38.6,24.52,112332.0
149.5,7.0,9.8,,463823.0
51.2,,81.6,,136247.0
64.9,5.0,,28.03,134654.0
141.8,7.0,10.6,27.14,373687.0
107.6,5.0,89.1,5.64,289141.0
53.4,2.0,14.7,24.51,93226.0
103.5,5.0,90.2,,291469.0
71.9,2.0,50.8,29.69,128274.0
79.0,4.0,11.8,25.48,186469.0
,3.0,,8.6,204275.0
120.9,5.0,63.1,20.75,290908.0
114.2,,75.1,3.62,343390.0
58.3,3.0,33.4,,174039.0
4.9,8.0,36.6,23.54,439290.0
112.8,4.0,43.3,,247190.0
89.8,4.0,80.7,,208797.0
59.4,2.0,62.3,,173464.0
60.8,3.0,,21.53,101641.0
72.5,4.0,93.5,8.62,173701.0
52.3,3.0,51.2,25.36,72284.0
110.7,5.0,,12.84,320793.0
34.1,2.0,31.6,15.85,63711.0
70.1,3.0,77.4,1.33,216252.0
61.3,3.0,40.5,4.63,174492.0
92.6,4.0,19.5,,291462.0
81.7,2.0,,16.46,188351.0
154.3,7.0,8.2,11.04,450660.0
,3.0,8.4,25.22,83069.0
66.6,2.0,20.8,11.34,185228.0
61.0,3.0,2.4,17.1,167172.0
68.5,2.0,24.8,,156806.0
63.5,3.0,43.4,12.52,148775.0
127.9,6.0,,,363777.0
36.1,3.0,,20.89,43774.0
23.2,1.0,15.3,,67046.0
93.1,4.0,,27.23,191126.0
50.5,,,7.92,103304.0
60.0,3.0,96.3,7.67,135429.0
62.7,4.0,26.6,,140829.0
50.3,3.0,96.5,2.1,135165.0
33.6,1.0,66.2,13.21,46158.0
,2.0,27.5,12.23,136813.0
57.7,2.0,25.2,12.7,140433.0
154.4,6.0,,8.02,446922.0
59.0,3.0,91.8,20.43,101606.0
230.8,10.0,48.2,18.26,668133.0
49.8,2.0,94.6,6.15,139418.0
83.7,4.0,6.0,7.5,258798.0
132.8,,,12.53,380138.0
40.9,1.0,,,101741.0
71.0,4.0,21.6,17.85,166955.0
42.8,3.0,25.6,21.7,91961.0
39.9,2.0,90.2,,71857.0
25.5,1.0,8.8,,36285.0
128.7,6.0,99.5,16.08,339668.0
55.9,3.0,,7.07,188405.0
33.9,2.0,43.7,28.23,39250.0
89.8,4.0,10.8,8.09,255470.0
132.9,7.0,85.5,21.59,344580.0
84.3,4.0,0.5,21.84,207105.0
30.9,1.0,76.9,17.48,33787.0
164.1,7.0,40.3,28.95,420364.0
112.1,5.0,8.8,14.49,280658.0
92.6,4.0,80.7,25.49,206676.0
63.0,3.0,81.7,18.9,135858.0
49.0,2.0,50.1,,70991.0
48.7,3.0,22.4,6.27,145663.0
62.3,4.0,6.1,28.4,124095.0
51.2,3.0,77.0,7.35,121395.0
47.2,2.0,98.9,12.63,92914.0
51.6,3.0,,,166011.0
74.5,,19.6,19.23,173960.0
62.2,4.0,5.2,13.47,186532.0
162.7,6.0,59.0,26.77,411294.0
63.9,3.0,,,166999.0
40.8,2.0,61.4,14.44,101456.0
77.0,4.0,78.8,5.75,220104.0
118.5,6.0,29.9,3.8,359823.0
80.2,4.0,54.8,0.07,241896.0
99.1,4.0,,23.82,220629.0
44.5,2.0,,6.44,125943.0
34.5,1.0,44.0,20.74,41621.0
84.9,3.0,95.3,25.87,159822.0
46.7,2.0,94.1,5.25,91698.0
43.3,1.0,34.6,,95394.0
59.7,3.0,4.6,1.33,191471.0
44.4,1.0,46.2,,119721.0
88.7,5.0,73.1,21.29,209592.0
57.6,2.0,18.7,20.1,118949.0
43.2,2.0,44.9,21.15,73688.0
64.7,2.0,61.1,5.39,172287.0
45.2,,25.7,20.09,87149.0
46.9,2.0,58.8,3.42,121015.0
101.8,5.0,70.1,15.89,230467.0
82.3,,47.1,,219566.0
24.8,2.0,58.9,,30691.0
69.9,3.0,1.1,8.15,210683.0
112.0,5.0,53.3,5.26,348451.0
81.9,,72.2,,159057.0
96.5,5.0,20.7,22.19,249793.0
98.3,,22.6,20.03,260435.0
70.0,3.0,77.2,0.65,204581.0
65.0,3.0,6.6,,194192.0
53.3,3.0,99.5,10.32,105061.0
110.7,4.0,26.2,,292917.0
62.4,2.0,48.7,12.38,158821.0
49.8,2.0,54.0,13.92,103332.0
53.5,3.0,19.9,6.4,142962.0
83.6,4.0,56.2,14.21,221337.0
50.5,3.0,,14.11,97564.0
48.2,2.0,15.0,15.71,104612.0
72.8,3.0,98.6,8.0,168627.0
51.5,3.0,96.0,14.44,110455.0
72.1,3.0,72.8,7.4,185750.0
75.7,3.0,10.7,,211047.0
66.5,3.0,7.4,17.65,159555.0
