surface_m2,nb_pieces,age_annees,distance_centre_km,price
67.4,3.0,62.2,5.53,226835.0
43.7,2.0,93.5,15.21,86311.0
44.2,2.0,85.9,,103705.0
135.0,6.0,43.1,27.12,389384.0
82.8,4.0,95.8,20.56,217827.0
43.0,2.0,28.0,0.34,163318.0
58.8,3.0,46.8,24.64,162791.0
43.6,,,17.96,146822.0
56.8,2.0,,27.7,99553.0
87.6,4.0,,13.77,281825.0
47.3,2.0,86.0,14.63,115284.0
100.7,5.0,59.1,27.36,268038.0
50.5,2.0,35.6,3.37,177759.0
66.0,3.0,22.2,6.6,232191.0
58.7,3.0,83.4,,187576.0
100.9,5.0,17.6,,282786.0
58.9,3.0,11.9,11.55,204816.0
59.4,,10.9,5.52,216924.0
84.6,,35.0,10.74,298390.0
49.6,2.0,0.3,8.96,181491.0
39.5,2.0,69.7,1.99,121641.0
45.3,2.0,12.0,,147885.0
101.7,5.0,55.9,13.85,324330.0
101.6,4.0,73.4,,317381.0
42.2,2.0,,22.74,68855.0
119.6,6.0,44.3,,377351.0
30.2,1.0,88.1,8.65,73037.0
61.3,3.0,17.4,25.75,152206.0
48.4,2.0,45.8,18.55,123030.0
50.6,1.0,46.4,8.82,164698.0
33.0,1.0,6.0,25.6,82668.0
88.3,4.0,,16.02,267687.0
44.6,2.0,84.7,1.57,173637.0
39.6,2.0,,21.4,87702.0
30.7,1.0,19.5,1.69,122118.0
114.7,4.0,48.0,15.78,352113.0
42.5,1.0,17.0,22.86,112067.0
94.5,5.0,2.8,28.17,291157.0
37.7,2.0,51.1,,88961.0
54.6,2.0,69.8,21.37,120981.0
82.9,4.0,79.5,,229260.0
33.8,,26.9,,78142.0
62.0,3.0,43.1,20.5,178585.0
54.5,3.0,37.7,,149433.0
88.5,3.0,,21.38,265838.0
147.7,7.0,2.6,,475101.0
58.7,2.0,81.3,10.46,166497.0
72.9,4.0,57.4,21.81,209028.0
45.0,2.0,19.6,,133306.0
128.1,5.0,60.9,,337244.0
30.6,1.0,53.8,6.48,68463.0
130.7,,27.4,27.13,366224.0
,4.0,54.4,14.23,381055.0
92.3,4.0,91.4,,293680.0
85.8,5.0,41.9,23.13,254142.0
83.0,4.0,51.2,7.08,259092.0
108.0,5.0,56.1,3.79,378863.0
115.2,,88.0,16.56,330757.0
140.1,6.0,97.9,,411927.0
64.6,3.0,,,171552.0
29.0,1.0,,,77616.0
97.9,,,23.72,260851.0
81.9,2.0,3.5,15.94,260455.0
30.2,1.0,77.1,,19056.0
88.8,5.0,94.9,24.25,244450.0
68.5,3.0,61.6,11.75,226296.0
73.5,,28.5,28.32,213019.0
27.6,2.0,3.1,,58196.0
84.7,4.0,4.9,3.88,304343.0
33.7,1.0,,20.68,52007.0
119.3,5.0,4.6,5.79,401805.0
54.0,3.0,2.4,,164277.0
100.2,4.0,32.7,29.37,275313.0
123.3,5.0,,2.05,393598.0
,2.0,5.1,,124886.0
58.9,3.0,93.1,,170910.0
66.1,3.0,81.6,,169599.0
83.0,3.0,,3.67,242340.0
108.4,4.0,13.2,,349170.0
63.3,4.0,68.1,19.8,163791.0
117.8,5.0,,,382689.0
62.5,3.0,44.1,8.23,213020.0
77.3,3.0,31.9,29.15,204430.0
74.1,,12.0,19.63,222643.0
36.0,2.0,31.8,8.14,109740.0
130.7,6.0,48.6,14.6,411209.0
58.3,3.0,,3.44,197933.0
66.5,2.0,31.0,,182465.0
51.0,3.0,3.8,,183493.0
51.0,1.0,90.0,,155637.0
92.8,3.0,37.0,21.13,268843.0
46.5,2.0,,22.51,134384.0
63.2,3.0,79.6,27.17,163308.0
83.8,4.0,44.6,2.12,308257.0
50.3,3.0,91.2,23.69,89754.0
90.4,4.0,,23.03,277380.0
,7.0,7.1,,458644.0
74.0,4.0,57.6,26.46,214487.0
66.6,3.0,,17.06,180957.0
69.7,4.0,40.9,13.39,238269.0
73.3,3.0,,12.98,221609.0
101.8,5.0,,6.33,339136.0
56.5,3.0,78.8,18.11,161518.0
43.3,2.0,78.8,18.51,75942.0
85.4,4.0,21.3,1.03,315489.0
48.5,3.0,88.1,,102838.0
53.4,2.0,39.2,2.16,196716.0
42.4,2.0,40.9,18.17,90934.0
65.6,4.0,65.8,3.03,238636.0
150.6,7.0,12.3,18.88,485536.0
37.6,1.0,82.2,25.92,42701.0
71.5,4.0,24.5,13.98,236900.0
68.6,3.0,8.2,,181113.0
48.3,,72.7,,168909.0
44.2,,80.0,,151022.0
74.7,,60.8,18.47,205907.0
74.2,4.0,76.7,,232033.0
64.2,3.0,43.5,2.07,235598.0
73.0,3.0,28.3,0.2,276861.0
55.1,2.0,72.2,29.46,585372.0
44.4,2.0,70.7,7.54,151870.0
129.9,,55.3,,389265.0
39.2,2.0,6.3,28.04,101531.0
52.2,2.0,,,107754.0
137.3,5.0,32.8,22.89,403451.0
37.9,1.0,1.6,9.96,134978.0
22.8,2.0,,,8000.0
158.3,8.0,51.3,2.52,536981.0
70.2,3.0,93.9,24.52,193727.0
90.7,3.0,94.3,16.17,248627.0
129.0,6.0,34.9,,380487.0
84.4,4.0,68.0,,301716.0
62.2,3.0,92.4,23.88,131456.0
94.7,4.0,25.1,12.13,313006.0
49.2,2.0,9.2,10.47,162412.0
116.5,6.0,52.6,,366759.0
52.1,3.0,0.3,6.01,197424.0
28.1,2.0,44.5,,63195.0
52.0,3.0,,,146366.0
69.1,3.0,9.5,1.91,257506.0
79.8,3.0,95.4,0.14,233051.0
52.2,2.0,26.0,28.74,116685.0
54.0,,,,174764.0
58.2,,56.0,12.35,180346.0
65.1,3.0,9.0,28.59,135672.0
736.3,3.0,50.4,5.08,200476.0
58.2,3.0,51.3,14.17,184796.0
71.7,,79.3,6.48,210312.0
127.7,6.0,55.8,18.83,367209.0
138.6,,49.2,,436131.0
92.4,5.0,74.6,,257872.0
107.5,6.0,,27.68,2463880.0
84.2,3.0,,29.76,223617.0
79.8,4.0,51.1,19.94,245544.0
123.1,6.0,86.2,,346915.0
24.9,1.0,5.7,11.45,74755.0
151.6,6.0,83.4,27.81,388716.0
54.7,2.0,66.3,29.52,111236.0
81.9,4.0,27.6,9.43,293294.0
77.6,,43.0,28.36,194219.0
81.7,3.0,,,258028.0
159.3,8.0,54.9,10.04,503399.0
70.4,4.0,,20.92,182784.0
46.1,2.0,11.8,,140905.0
25.9,1.0,47.5,23.62,48634.0
66.1,2.0,58.7,1.26,212490.0
69.8,3.0,3.6,2.98,278539.0
138.8,7.0,93.3,29.12,366090.0
145.3,7.0,33.7,18.75,461136.0
75.3,3.0,84.5,1.64,252651.0
147.2,6.0,13.2,18.71,440909.0
98.0,,21.2,22.6,305790.0
82.7,,45.2,,254105.0
68.7,3.0,,29.87,149748.0
35.0,2.0,62.8,11.88,92377.0
75.7,3.0,56.4,4.38,292198.0
93.5,4.0,71.4,29.4,216962.0
100.6,4.0,30.1,22.65,291930.0
63.0,4.0,,,170778.0
102.3,5.0,37.8,22.69,297928.0
71.5,2.0,46.2,0.07,245075.0
32.5,2.0,49.0,,42240.0
90.7,4.0,72.4,0.1,330114.0
97.5,4.0,77.5,2.04,323552.0
48.2,2.0,,8.77,165716.0
172.8,8.0,63.2,,490375.0
125.9,6.0,,29.66,356177.0
72.0,2.0,46.0,12.34,224545.0
122.9,6.0,,,408751.0
225.9,9.0,23.2,,612279.0
83.6,4.0,66.2,,227100.0
33.7,,14.9,20.59,77029.0
60.0,4.0,18.4,,181462.0
49.3,2.0,67.5,17.27,123358.0
96.0,4.0,18.9,,340591.0
33.2,2.0,,2.83,127385.0
48.1,2.0,,,95443.0
104.5,6.0,,23.56,315117.0
100.3,4.0,16.7,,318852.0
36.6,2.0,7.5,22.14,110715.0
63.5,3.0,,20.24,159615.0
44.7,1.0,58.0,27.7,81028.0
50.5,3.0,79.1,24.02,95404.0
104.0,5.0,72.6,17.91,309425.0
116.5,6.0,95.6,1.5,399255.0
28.6,1.0,74.4,,34072.0
37.8,2.0,15.8,6.09,151359.0
98.9,4.0,45.5,10.96,309104.0
55.6,3.0,71.6,23.25,129454.0
52.7,2.0,24.7,3.34,172907.0
91.9,5.0,,19.62,271189.0
82.7,,89.0,11.09,263800.0
102.3,5.0,28.4,,361894.0
59.0,3.0,,,180754.0
55.7,2.0,24.4,,199160.0
86.8,3.0,,10.86,255825.0
76.7,4.0,,,256364.0
125.5,6.0,91.5,,400343.0
31.9,1.0,48.1,23.75,28662.0
58.6,2.0,,15.96,202405.0
54.6,2.0,19.3,19.84,156757.0
89.3,4.0,,12.59,246986.0
56.9,2.0,77.9,19.4,141597.0
23.9,1.0,78.9,11.84,38173.0
92.7,4.0,86.6,11.46,278197.0
49.0,2.0,58.3,17.68,126732.0
38.7,1.0,62.8,,100789.0
63.8,3.0,1.4,22.47,164823.0
104.4,5.0,52.2,,342510.0
39.5,,47.2,0.0,148494.0
68.5,3.0,46.1,18.42,199032.0
59.0,3.0,24.7,22.73,164858.0
,,29.3,6.76,537086.0
103.4,5.0,9.5,21.15,305912.0
8.0,2.0,4.1,0.46,134283.0
,,57.8,15.87,196986.0
57.2,3.0,12.9,3.89,213167.0
41.9,2.0,70.8,,113756.0
33.9,3.0,52.1,16.42,81162.0
117.2,5.0,,8.06,403354.0
207.8,9.0,,26.94,591792.0
94.6,4.0,95.8,15.86,260683.0
92.5,4.0,18.9,,256329.0
103.2,5.0,75.7,5.17,329490.0
100.5,4.0,78.8,12.25,310387.0
95.3,3.0,42.3,23.23,273678.0
49.4,,,19.17,128815.0
47.4,3.0,66.4,4.18,178785.0
109.3,5.0,40.1,23.37,311109.0
59.5,2.0,67.3,22.94,143476.0
68.2,3.0,54.3,,200864.0
53.5,2.0,72.0,6.26,164218.0
42.1,3.0,79.1,15.84,110377.0
,,33.6,5.08,220020.0
121.9,6.0,65.6,8.77,415539.0
62.9,3.0,59.5,,214340.0
128.8,6.0,77.9,27.79,358134.0
58.1,2.0,36.7,9.9,193642.0
50.3,2.0,,9.58,176296.0
55.6,2.0,12.5,25.59,134679.0
38.5,3.0,31.3,1.37,149024.0
120.7,6.0,12.3,7.98,418157.0
126.3,,64.4,13.26,406309.0
33.3,2.0,95.5,,84820.0
117.0,5.0,86.7,22.9,327879.0
58.1,2.0,,,119579.0
59.4,,,24.06,130718.0
61.8,3.0,,13.04,169113.0
121.7,,48.3,25.54,342293.0
67.5,3.0,45.6,,221512.0
191.2,9.0,15.3,,568267.0
35.0,1.0,95.2,,81838.0
100.1,4.0,76.5,7.84,319362.0
50.6,2.0,48.3,24.4,111831.0
80.4,3.0,,12.28,232906.0
74.7,2.0,,3.92,254291.0
35.1,1.0,,12.58,93654.0
129.3,,57.6,13.01,403594.0
71.7,3.0,4.2,4.72,257538.0
55.1,2.0,37.2,21.12,134176.0
118.9,5.0,,21.66,357355.0
64.0,4.0,54.9,0.1,222541.0
91.7,4.0,16.0,1.36,326143.0
27.9,,63.5,28.12,29607.0
102.1,5.0,80.3,,330642.0
69.8,3.0,48.5,,190589.0
84.9,4.0,24.4,7.88,285678.0
108.6,5.0,98.8,19.05,306005.0
26.3,1.0,57.0,5.77,90296.0
60.8,3.0,64.5,0.96,226630.0
112.4,4.0,8.7,,348053.0
60.3,2.0,43.7,14.71,166102.0
142.7,8.0,0.7,10.36,489558.0
105.5,5.0,,4.59,364397.0
62.5,3.0,,12.87,175308.0
144.1,7.0,,4.45,464564.0
49.9,1.0,,13.14,143030.0
49.0,2.0,88.2,16.76,140521.0
65.1,1.0,38.7,29.33,152891.0
89.9,5.0,14.1,14.3,314792.0
71.7,3.0,11.8,25.61,199141.0
99.9,5.0,,21.47,300582.0
55.4,2.0,23.6,10.07,200102.0
47.2,3.0,35.1,18.83,104720.0
55.9,,16.0,14.2,183669.0
87.6,4.0,,29.02,233399.0
60.9,3.0,77.0,,192880.0
49.7,1.0,45.2,,91439.0
60.4,3.0,98.8,27.57,135358.0
91.0,4.0,83.4,28.15,227690.0
93.4,4.0,87.8,16.11,264765.0
106.3,5.0,,,400266.0
128.3,7.0,24.1,16.77,412778.0
66.0,3.0,61.0,17.03,182907.0
73.5,3.0,32.1,27.84,164086.0
65.9,,35.8,0.52,261494.0
72.1,4.0,86.9,7.61,236412.0
132.6,6.0,,6.99,423107.0
92.6,5.0,83.5,27.5,243299.0
28.5,1.0,82.8,,24334.0
69.2,4.0,1.4,1.01,270347.0
48.8,2.0,57.6,14.97,125870.0
66.2,3.0,,12.05,195349.0
83.5,3.0,83.3,27.93,198357.0
79.2,4.0,19.7,28.91,211697.0
126.4,6.0,46.7,18.56,375219.0
114.4,5.0,,,363962.0
72.3,3.0,96.4,9.09,199796.0
67.4,3.0,28.4,20.35,193679.0
66.0,2.0,27.1,2.94,233484.0
178.2,8.0,,,490398.0
106.3,5.0,,,356169.0
75.1,2.0,53.5,4.65,236960.0
54.7,2.0,25.6,17.99,148009.0
60.5,3.0,,29.76,131699.0
97.0,6.0,,4.05,346159.0
131.5,6.0,3.5,6.21,433858.0
66.9,4.0,82.6,13.37,192466.0
82.2,2.0,24.1,29.47,189864.0
65.3,3.0,11.7,24.6,196773.0
54.0,1.0,,,189674.0
56.1,2.0,46.2,,181175.0
79.2,5.0,,,255740.0
32.7,2.0,14.7,12.27,93668.0
82.7,4.0,96.8,15.94,252697.0
,3.0,,,290220.0
81.8,,61.5,3.35,311218.0
102.0,5.0,85.6,27.2,275198.0
69.1,4.0,68.5,,237264.0
24.9,2.0,93.8,,66887.0
62.5,,34.4,21.99,161421.0
98.8,4.0,31.8,27.64,277853.0
187.8,10.0,,17.89,587575.0
37.1,3.0,74.8,8.5,132531.0
40.1,2.0,78.1,27.31,56313.0
89.5,4.0,86.7,26.28,222886.0
83.5,3.0,3.1,,239994.0
87.3,5.0,3.7,,341447.0
33.1,2.0,80.3,14.0,66764.0
67.5,4.0,25.1,24.71,188428.0
111.7,5.0,89.6,,290537.0
87.1,3.0,,28.59,233794.0
108.8,,52.2,6.3,345478.0
62.4,3.0,36.9,23.51,152879.0
47.3,2.0,,23.53,114915.0
71.6,4.0,63.6,27.1,163724.0
65.9,3.0,47.4,,200999.0
86.7,4.0,,,248264.0
49.1,3.0,28.8,,138251.0
89.5,4.0,6.6,27.43,243891.0
53.0,2.0,,,129209.0
51.6,2.0,,3.4,176464.0
49.9,3.0,18.8,,139743.0
147.3,7.0,90.9,18.86,449771.0
126.2,5.0,,17.49,373403.0
54.8,2.0,,,202761.0
65.1,4.0,52.8,4.93,218485.0
137.7,,5.0,23.24,405541.0
102.5,5.0,,,339991.0
48.8,1.0,56.7,17.42,123584.0
55.8,3.0,,,197374.0
63.8,4.0,6.3,,219121.0
81.1,4.0,70.2,,276908.0
111.0,5.0,24.7,,367829.0
74.4,4.0,18.8,28.91,208860.0
79.5,5.0,,18.22,221343.0
,,36.0,,262819.0
120.4,5.0,11.9,18.05,382985.0
50.0,2.0,,25.01,114588.0
73.2,3.0,,19.65,206585.0
72.8,3.0,23.4,,239031.0
76.8,,,0.94,272762.0
85.8,3.0,84.0,23.05,224365.0
59.1,3.0,65.8,,201556.0
26.8,1.0,48.5,24.68,14955.0
,,4.4,11.7,216632.0
79.7,3.0,22.4,13.89,235884.0
93.0,4.0,8.2,19.45,298003.0
70.2,4.0,38.7,13.52,205888.0
221.8,10.0,,,664482.0
66.7,2.0,91.2,4.95,205716.0
58.9,3.0,49.6,28.14,120364.0
67.0,4.0,,,200728.0
96.8,4.0,30.2,21.22,308927.0
51.8,2.0,58.4,23.01,126286.0
83.8,3.0,13.1,,309081.0
65.5,3.0,24.3,16.91,211506.0
47.4,3.0,16.0,15.27,154057.0
96.7,5.0,48.4,18.29,286541.0
98.6,5.0,,22.88,279412.0
80.2,4.0,,18.43,260227.0
77.9,4.0,47.4,,219167.0
53.6,3.0,50.9,11.58,177024.0
169.0,8.0,12.1,25.48,511410.0
118.7,5.0,74.4,20.69,358323.0
57.6,2.0,18.5,,142855.0
41.4,1.0,29.6,13.08,127163.0
103.4,5.0,10.1,24.5,302137.0
70.6,4.0,37.7,18.42,209506.0
134.0,6.0,53.0,5.36,445806.0
77.6,3.0,25.0,,227280.0
50.8,2.0,92.8,17.65,98907.0
70.2,3.0,91.2,,180413.0
,3.0,88.8,0.12,214849.0
76.5,4.0,1.0,20.61,212564.0
67.5,3.0,,,219531.0
57.0,3.0,89.3,16.76,151085.0
109.7,6.0,51.5,,310184.0
40.6,2.0,87.1,,46177.0
36.6,2.0,,16.8,75255.0
99.5,,81.5,7.9,314804.0
45.8,3.0,45.8,,138828.0
68.9,3.0,,22.56,184968.0
90.0,4.0,55.3,29.8,244840.0
101.5,4.0,75.1,25.45,267801.0
57.9,3.0,75.2,5.18,195218.0
87.1,5.0,,,256498.0
96.9,4.0,13.2,,291920.0
53.8,3.0,26.1,,194706.0
158.0,,30.1,1.55,538383.0
43.4,3.0,84.8,25.53,62902.0
138.6,7.0,,8.69,454366.0
66.6,3.0,66.1,,182791.0
38.4,2.0,,,131035.0
73.4,4.0,6.3,0.41,298264.0
42.8,1.0,29.7,1.54,168518.0
43.4,2.0,,,120959.0
88.5,4.0,51.3,4.25,310872.0
106.4,5.0,71.1,,285340.0
68.8,3.0,87.6,3.19,223710.0
129.9,5.0,,13.21,391239.0
45.9,2.0,,10.43,136029.0
30.8,,77.6,23.56,50521.0
77.8,4.0,,0.69,278463.0
54.3,2.0,71.7,9.37,143151.0
79.1,3.0,11.2,24.17,207698.0
46.0,3.0,44.6,,96118.0
51.2,2.0,48.8,6.66,177752.0
80.9,5.0,45.3,15.03,257186.0
37.3,2.0,29.9,14.52,120049.0
75.4,2.0,68.2,20.16,193122.0
124.6,5.0,54.4,,339951.0
73.9,3.0,52.5,,252726.0
58.1,2.0,36.6,5.62,186606.0
124.5,,17.0,8.55,422252.0
98.4,4.0,51.3,14.88,311797.0
146.3,7.0,,9.1,436486.0
,5.0,2.2,0.6,444545.0
144.9,7.0,29.9,9.3,481169.0
71.6,4.0,49.1,25.37,197488.0
100.9,5.0,83.6,20.82,265187.0
112.3,4.0,,,346176.0
65.9,3.0,32.9,17.96,202753.0
66.3,3.0,32.1,21.58,192353.0
57.2,3.0,65.3,12.3,140038.0
37.7,2.0,,5.07,116650.0
27.6,1.0,,27.95,13505.0
122.7,4.0,84.2,6.96,386472.0
77.8,3.0,15.8,21.36,219231.0
76.3,4.0,39.7,,223925.0
69.4,3.0,23.2,2.76,259486.0
71.3,2.0,17.2,26.01,181616.0
65.4,2.0,56.9,28.24,147326.0
133.9,6.0,43.6,24.37,384501.0
60.3,3.0,24.1,8.81,202628.0
133.1,5.0,68.0,22.23,380715.0
75.6,4.0,4.0,20.59,215180.0
40.8,2.0,36.6,16.2,117715.0
63.8,3.0,43.8,,159853.0
51.5,3.0,64.0,,181456.0
43.1,1.0,79.7,6.47,131558.0
187.4,9.0,71.1,10.04,582559.0
47.7,2.0,36.0,25.24,90725.0
24.7,2.0,80.2,25.37,8000.0
60.8,3.0,99.5,24.08,107058.0
53.5,2.0,47.3,11.48,157918.0
87.6,3.0,41.7,27.01,242164.0
192.7,8.0,73.1,11.35,590424.0
70.8,4.0,86.6,,240713.0
53.2,,16.7,,170434.0
141.5,6.0,,13.72,430352.0
56.3,2.0,60.8,,171959.0
35.1,1.0,9.8,9.62,109902.0
47.2,3.0,78.5,22.06,104057.0
56.3,2.0,,7.77,195079.0
64.7,3.0,55.6,,207767.0
113.5,5.0,27.1,16.42,358648.0
,3.0,,11.26,213017.0
38.7,2.0,73.2,,122477.0
38.4,3.0,92.0,12.02,84070.0
86.7,4.0,49.1,,238964.0
58.3,3.0,34.6,22.0,173483.0
48.8,2.0,2.4,17.49,134291.0
83.2,,88.8,4.04,272042.0
50.7,2.0,41.4,12.81,170010.0
58.8,2.0,57.7,16.22,158452.0
90.0,4.0,31.1,20.23,264224.0
54.8,2.0,60.0,6.54,168098.0
96.6,4.0,63.0,5.97,330751.0
69.9,,22.9,13.4,228432.0
786.5,7.0,70.5,5.49,446008.0
79.2,4.0,90.9,26.37,209076.0
59.3,3.0,53.0,23.75,141999.0
72.0,3.0,37.6,29.25,196223.0
205.7,9.0,17.9,,670410.0
91.4,4.0,63.1,19.33,271309.0
50.4,3.0,25.6,11.26,165865.0
113.1,5.0,9.7,20.32,357931.0
86.9,5.0,16.1,19.28,259723.0
56.8,2.0,58.7,,135715.0
83.8,3.0,,,211657.0
30.8,1.0,72.5,22.45,31926.0
59.5,4.0,86.1,15.64,157861.0
145.5,7.0,72.4,4.22,488011.0
64.7,3.0,33.7,4.08,215544.0
54.3,3.0,30.7,10.4,180938.0
131.5,6.0,64.6,28.62,347186.0
69.3,4.0,1.1,13.73,223915.0
194.9,8.0,38.9,,567131.0
28.8,2.0,,7.38,79320.0
108.8,5.0,40.4,24.94,295413.0
68.6,4.0,71.2,24.23,167961.0
67.8,,3.8,22.42,189917.0
82.7,4.0,11.2,13.45,268340.0
42.0,2.0,67.7,22.83,69014.0
58.8,3.0,,25.24,144951.0
77.1,4.0,64.7,13.86,249371.0
111.5,4.0,8.3,,386756.0
44.7,2.0,50.4,11.34,134623.0
106.1,5.0,29.4,13.76,327663.0
99.7,6.0,30.2,25.68,284861.0
77.6,3.0,2.3,10.66,254109.0
75.2,4.0,,28.5,171084.0
58.1,,80.2,,108227.0
100.2,4.0,10.8,0.04,382472.0
106.9,4.0,69.0,,327657.0
42.9,1.0,53.9,2.54,149277.0
86.4,5.0,27.2,27.13,258908.0
35.6,2.0,14.4,17.24,98115.0
85.4,4.0,60.7,,293231.0
128.3,6.0,66.4,18.84,387332.0
56.1,2.0,16.2,12.52,184401.0
28.3,2.0,7.1,,95787.0
68.2,3.0,14.1,,253034.0
39.9,1.0,98.9,7.23,96306.0
39.8,2.0,48.5,9.09,117813.0
43.1,1.0,66.9,24.8,99590.0
106.6,5.0,47.8,,292573.0
26.1,,40.2,8.93,69198.0
73.8,3.0,57.2,,211227.0
55.6,3.0,2.1,9.72,203398.0
42.1,2.0,45.5,10.57,121448.0
,,30.3,10.33,93571.0
105.2,5.0,41.6,13.3,361876.0
177.1,,58.4,29.05,492562.0
99.6,5.0,44.0,17.83,297159.0
69.2,4.0,17.6,2.43,275720.0
33.4,2.0,34.6,,52584.0
58.3,2.0,36.4,12.57,205657.0
49.4,2.0,36.7,5.44,156034.0
41.6,2.0,,15.27,92652.0
98.5,4.0,64.1,22.61,299232.0
102.0,5.0,29.3,5.47,340324.0
36.4,3.0,64.5,,105739.0
83.3,4.0,86.2,25.25,212321.0
30.8,1.0,43.3,17.44,32514.0
43.7,3.0,13.6,12.34,143130.0
39.8,1.0,,6.43,133084.0
45.8,2.0,96.0,2.9,147699.0
44.8,3.0,,15.97,136381.0
99.6,,36.0,,353049.0
78.5,3.0,81.5,28.66,194416.0
115.0,,55.9,15.15,378465.0
57.7,2.0,36.1,19.41,155662.0
40.1,1.0,9.2,11.09,131916.0
66.2,3.0,71.6,29.91,162420.0
100.2,4.0,20.4,0.52,380151.0
66.3,2.0,46.8,,176780.0
61.2,3.0,39.1,18.05,182435.0
69.2,2.0,49.7,19.27,177730.0
83.9,4.0,9.7,27.68,231656.0
57.8,3.0,13.6,12.79,191667.0
126.5,,47.0,12.71,410934.0
54.5,2.0,,9.42,186189.0
22.7,1.0,97.2,,37938.0
30.3,1.0,8.2,10.48,72643.0
61.0,3.0,57.2,13.92,184476.0
52.4,2.0,75.3,12.23,129251.0
73.7,4.0,64.3,13.52,202397.0
127.7,,,29.23,373447.0
35.5,2.0,29.0,29.43,80956.0
122.7,6.0,43.8,26.37,353067.0
76.5,3.0,76.5,7.93,225536.0
57.3,2.0,,11.37,177757.0
49.8,1.0,4.5,18.89,133929.0
36.1,2.0,82.2,24.05,44397.0
55.3,2.0,,15.6,185685.0
47.9,1.0,53.1,25.92,98234.0
84.2,4.0,,20.77,259985.0
56.4,3.0,74.0,,117325.0
77.5,,6.6,27.81,213804.0
41.2,2.0,73.7,27.21,60154.0
,2.0,81.3,7.33,208109.0
30.6,3.0,83.5,2.04,92379.0
63.3,3.0,42.4,3.14,246471.0
55.7,2.0,62.0,7.31,165171.0
121.4,5.0,30.4,,390960.0
65.0,3.0,81.9,,205746.0
149.2,,39.9,,488533.0
81.9,5.0,63.2,,279074.0
41.2,2.0,86.4,18.16,93832.0
91.7,5.0,38.5,24.51,267822.0
92.6,5.0,89.6,,301053.0
97.4,,46.3,17.52,290841.0
72.1,2.0,58.0,24.89,180719.0
59.0,3.0,18.4,16.63,163446.0
146.5,7.0,,9.74,489537.0
39.5,3.0,,14.46,122469.0
75.6,4.0,67.0,3.49,271244.0
51.9,1.0,61.1,,172827.0
47.9,3.0,40.5,10.4,146357.0
144.9,6.0,46.8,2.77,483249.0
43.1,1.0,51.5,13.65,123549.0
78.0,3.0,34.3,,238859.0
86.3,3.0,34.0,,251823.0
43.6,,,23.38,84968.0
89.5,3.0,49.8,9.92,272623.0
57.2,2.0,84.0,4.95,176872.0
49.9,1.0,46.7,27.18,80546.0
114.2,5.0,90.0,2.58,371797.0
43.6,2.0,20.9,6.39,149887.0
61.1,4.0,90.5,12.78,197290.0
51.2,2.0,63.5,,143982.0
,4.0,7.4,11.06,261201.0
35.1,2.0,77.6,20.38,54134.0
,3.0,41.8,,157926.0
70.3,3.0,35.6,20.37,194698.0
164.9,7.0,90.8,28.53,460786.0
90.1,,68.5,21.75,245727.0
49.1,3.0,51.8,29.13,74392.0
86.9,4.0,8.4,9.95,310107.0
61.2,3.0,62.6,,213062.0
133.3,5.0,67.3,23.19,351479.0
63.7,,,,218583.0
50.4,,94.5,21.88,123141.0
95.0,,88.0,29.07,248625.0
70.9,4.0,62.2,28.89,178539.0
39.7,2.0,,,132566.0
81.6,,35.9,3.8,292460.0
95.3,4.0,74.8,8.65,284716.0
,2.0,22.4,7.27,118556.0
65.4,3.0,89.6,20.12,159904.0
58.9,1.0,13.3,6.8,204866.0
89.5,4.0,28.7,,257349.0
70.2,3.0,27.4,,193299.0
79.2,4.0,7.8,4.65,296816.0
95.9,4.0,6.7,20.33,317428.0
129.8,7.0,84.6,,411806.0
66.3,3.0,45.3,21.51,179452.0
92.8,4.0,,,340108.0
54.7,3.0,35.4,18.21,153717.0
63.4,2.0,91.2,,141938.0
73.0,4.0,75.8,4.95,234295.0
69.3,3.0,43.3,15.86,203220.0
43.0,2.0,61.1,4.29,152669.0
82.0,4.0,,27.79,212222.0
96.7,5.0,17.5,2.37,356252.0
83.6,,77.1,6.96,290711.0
72.4,4.0,51.6,9.87,234500.0
43.8,3.0,36.6,27.67,89525.0
52.0,,50.6,12.37,176146.0
34.7,1.0,61.5,4.84,119087.0
51.6,2.0,7.9,,145152.0
52.6,3.0,,22.1,160250.0
45.8,2.0,,0.42,174128.0
110.9,6.0,74.8,4.69,354415.0
78.7,,42.1,10.32,267160.0
71.9,4.0,32.3,,252084.0
185.3,9.0,,,552187.0
104.3,5.0,99.9,25.63,247674.0
64.4,2.0,0.2,3.06,259273.0
6.7,6.0,9.4,,356995.0
116.7,5.0,27.0,16.72,351143.0
132.7,5.0,46.8,16.08,387173.0
46.9,2.0,47.6,9.25,150743.0
,3.0,63.1,8.08,246140.0
96.5,4.0,,,231209.0
54.7,3.0,28.0,2.33,198823.0
41.9,2.0,,,117163.0
93.1,4.0,82.7,6.17,316891.0
129.2,5.0,30.0,,413777.0
78.9,3.0,4.5,28.98,209870.0
80.8,3.0,27.6,,217199.0
38.8,2.0,,2.03,123808.0
39.4,2.0,,,124306.0
85.3,3.0,84.6,,254317.0
73.8,,34.0,6.48,252153.0
53.6,2.0,35.8,23.46,133852.0
98.9,6.0,30.2,12.5,370714.0
60.9,3.0,20.6,18.66,182176.0
87.4,3.0,99.2,29.24,201859.0
139.9,7.0,16.3,14.56,456689.0
43.4,2.0,89.3,,88805.0
